Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2011-11-03,21.0,7.4,4.7,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-04,20.4,8.2,1.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-05,22.0,7.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-06,23.2,6.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-07,21.0,8.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-08,22.1,9.5,0.0,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-09,24.2,7.2,0.0,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-10,23.6,7.8,0.0,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-11,22.8,6.2,4.9,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-12,19.0,7.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-13,23.2,6.7,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-14,20.4,7.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-15,22.0,8.3,4.5,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-16,19.0,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-17,22.4,8.7,10.0,CIP Matilde,High,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-18,16.0,6.4,3.2,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-19,18.0,7.0,4.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-20,19.2,7.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-21,21.9,6.6,4.7,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-22,17.2,8.4,13.4,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-23,17.0,6.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-24,22.4,7.0,4.6,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-25,21.6,7.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-26,22.0,8.4,8.2,CIP Matilde,High,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-27,20.6,5.2,11.4,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-28,20.3,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-29,20.0,8.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-30,22.6,8.3,13.6,Yungay,High,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-12-01,20.8,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-02,21.4,7.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-03,21.8,8.8,0.0,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-04,22.6,7.5,3.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-05,20.6,7.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-06,19.0,8.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-07,20.0,8.5,9.2,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-08,17.0,6.8,2.8,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-09,18.6,7.0,15.5,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-10,15.2,6.0,4.5,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-11,16.4,6.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-12,19.8,8.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-13,21.0,8.8,1.8,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-14,18.1,7.0,8.2,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-15,13.2,0.2,1.2,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-16,17.0,7.8,19.5,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-17,18.9,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-18,17.0,8.8,1.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-19,17.4,8.0,0.7,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-20,16.8,7.8,9.6,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-21,15.8,6.7,1.6,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-22,13.0,7.0,4.7,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-23,18.4,6.3,1.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-24,18.8,5.8,2.8,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-25,12.5,5.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-26,19.6,6.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-27,18.8,5.6,13.6,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-28,16.4,5.3,3.5,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-29,15.2,8.4,3.7,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-30,19.1,8.8,1.1,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2011-12-31,18.2,8.3,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2012-01-01,20.5,8.0,20.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-02,17.9,6.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-03,20.0,7.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-04,21.4,5.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-05,14.6,7.0,7.5,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-06,17.4,6.0,6.0,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-07,17.9,6.8,9.4,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-08,17.2,6.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-09,19.8,6.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-10,20.4,6.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-11,21.4,5.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-12,19.5,8.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-13,21.4,8.7,0.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-14,21.2,6.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-15,21.0,6.7,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-16,19.5,6.3,2.7,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-17,18.8,7.1,15.7,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-18,17.8,6.1,1.5,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-19,16.8,7.8,1.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-20,15.0,7.6,0.6,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-21,17.8,7.1,10.5,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-22,19.0,5.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-23,20.0,5.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-24,20.3,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-25,15.0,7.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-26,16.9,7.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-01-27,20.4,6.6,9.5,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-28,20.4,6.4,13.6,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-29,19.2,7.2,0.2,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-30,20.2,7.0,3.6,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2012-01-31,19.6,6.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2012-02-01,18.4,6.0,0.7,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",February,84.46,True,True,other,['Not Planting Season']
2012-02-02,18.0,8.2,3.3,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-03,17.4,7.9,17.9,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-04,17.2,7.3,8.4,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-05,17.8,7.0,0.5,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-06,17.8,6.4,10.2,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-07,14.2,6.2,1.9,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",February,84.46,True,True,other,['Not Planting Season']
2012-02-08,13.6,5.4,27.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-09,17.4,6.6,1.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-10,18.0,7.2,2.3,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-11,14.0,6.4,10.1,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-12,18.4,7.8,9.2,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-13,16.8,6.8,1.1,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-14,18.8,5.8,0.6,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-15,16.9,5.1,2.6,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-16,19.4,6.8,10.9,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",February,84.46,True,True,other,['Not Planting Season']
2012-02-17,14.8,3.9,26.0,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-18,16.9,4.2,7.6,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",February,84.46,True,True,other,['Not Planting Season']
2012-02-19,15.4,3.0,8.9,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2012-02-20,17.2,2.9,7.5,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",February,84.46,True,True,other,['Not Planting Season']
